timestamp,datetime,price_window,current_price,model_type,rf_prediction,rf_confidence,xgb_prediction,xgb_confidence,used_model,prediction,confidence,threshold_met,prediction_time,trade_executed,trade_id,trade_type,trade_time
1746266072,2025-05-03 15:24:32,"[96295.05, 96295.06, 96274.83, 96274.83, 96266.29]",96266.29,ensemble,DOWN,0.51,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.31865572929382324,,,,
1746266077,2025-05-03 15:24:37,"[96295.06, 96274.83, 96274.83, 96266.29, 96255.66]",96255.66,ensemble,DOWN,0.51,UP,0.82359505,XGBoost,UP,0.8235950469970703,True,0.3688328266143799,,,,
1746266082,2025-05-03 15:24:42,"[96274.83, 96274.83, 96266.29, 96255.66, 96252.73]",96252.73,ensemble,UP,0.54,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.3824474811553955,,,,
1746266087,2025-05-03 15:24:47,"[96274.83, 96266.29, 96255.66, 96252.73, 96252.72]",96252.72,ensemble,UP,0.54,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.32294464111328125,,,,
1746266092,2025-05-03 15:24:52,"[96266.29, 96255.66, 96252.73, 96252.72, 96252.72]",96252.72,ensemble,UP,0.54,UP,0.88106966,XGBoost,UP,0.8810696601867676,True,0.36853718757629395,,,,
1746266097,2025-05-03 15:24:57,"[96255.66, 96252.73, 96252.72, 96252.72, 96241.78]",96241.78,ensemble,UP,0.54,UP,0.95189923,XGBoost,UP,0.9518992304801941,True,0.3311421871185303,,,,
1746266102,2025-05-03 15:25:02,"[96252.73, 96252.72, 96252.72, 96241.78, 96241.78]",96241.78,ensemble,UP,0.56,UP,0.83626693,XGBoost,UP,0.8362669348716736,True,0.45212268829345703,,,,
1746266107,2025-05-03 15:25:07,"[96252.72, 96252.72, 96241.78, 96241.78, 96230.17]",96230.17,ensemble,UP,0.6266666666666666,UP,0.95534813,XGBoost,UP,0.9553481340408325,True,0.34354352951049805,True,21188517-ded0-4b01-aa46-6e9fb6eaa84e,BUY,1.0074546337127686
1746266112,2025-05-03 15:25:12,"[96252.72, 96241.78, 96241.78, 96230.17, 96230.16]",96230.16,ensemble,UP,0.6266666666666666,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.3613407611846924,,,,
1746266117,2025-05-03 15:25:17,"[96241.78, 96241.78, 96230.17, 96230.16, 96230.17]",96230.17,ensemble,UP,0.6266666666666666,UP,0.8269079,XGBoost,UP,0.8269078731536865,True,0.32678699493408203,,,,
1746266122,2025-05-03 15:25:22,"[96241.78, 96230.17, 96230.16, 96230.17, 96230.17]",96230.17,ensemble,UP,0.6266666666666666,UP,0.87544346,XGBoost,UP,0.8754434585571289,True,0.3535635471343994,,,,
